cell_index,cell_id,cell_type,x_centroid,y_centroid,node_prize
343,alfnolpf-1,epithelial,336.8139038085937,460.6647338867188,0.458901047706604
344,algmekil-1,epithelial,345.7855834960937,473.5318908691406,0.5041325092315674
348,alihpadi-1,epithelial,363.0290222167969,475.0451049804688,0.3648872971534729
349,aljbplde-1,fibroblast,369.8360900878906,464.8483276367188,0.2702959477901459
352,alknckip-1,epithelial,358.6273498535156,527.3565673828125,0.0
357,alncnbfi-1,epithelial,354.0415344238281,521.9207763671875,0.0
362,alpijkhg-1,epithelial,363.767578125,493.9649658203125,1.5899988412857056
372,amflhkea-1,epithelial,341.9259948730469,522.5662231445312,0.3648872971534729
377,amhklabj-1,epithelial,331.3212280273437,500.575927734375,0.0
383,amldbhmg-1,epithelial,401.5485534667969,401.8038330078125,0.9571181535720825
387,amnmfakk-1,epithelial,401.7014770507813,410.4483947753906,0.0
398,anebogel-1,epithelial,397.7236328125,585.5897827148438,0.34852543473243713
403,anggmhfi-1,epithelial,401.07818603515625,462.29925537109375,0.5796582102775574
409,anjbcjpl-1,epithelial,370.6864929199219,419.19049072265625,0.35797953605651855
411,anjlkdje-1,epithelial,353.478515625,430.1852111816406,0.4447057247161865
412,ankiaabl-1,epithelial,363.2409362792969,425.0110778808594,0.0
414,anlaodjg-1,epithelial,341.9834289550781,452.9677429199219,0.4814322590827942
420,anoipakc-1,fibroblast,335.24493408203125,428.2542724609375,1.97745943069458
423,anpkkcjf-1,epithelial,338.5540771484375,420.1886901855469,0.0
424,aoabpcpm-1,epithelial,281.1667175292969,316.0602111816406,0.5594708919525146
448,aojofjol-1,fibroblast,264.38311767578125,369.10931396484375,1.7237716913223267
